"","Date.Rptd","date","TIME.OCC","AREA","AREA.NAME","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Weapon.Used.Cd","Weapon.Desc","Status","Status.Desc","LAT","LON"
"424","03/23/2020 12:00:00 AM",2020-03-23,5,5,"Harbor",627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT",10,"M","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",33.7897,-118.2787
"425","03/19/2020 12:00:00 AM",2020-03-19,1410,2,"Rampart",624,"BATTERY - SIMPLE ASSAULT",33,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.066,-118.2689
"426","03/21/2020 12:00:00 AM",2020-03-21,1815,2,"Rampart",624,"BATTERY - SIMPLE ASSAULT",36,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0846,-118.2892
"427","03/21/2020 12:00:00 AM",2020-03-21,1730,4,"Hollenbeck",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,"KITCHEN KNIFE","AA","Adult Arrest",34.0452,-118.2041
"428","03/19/2020 12:00:00 AM",2020-03-19,2100,1,"Central",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",35,"M","H",301,"GAS STATION",511,"VERBAL THREAT","IC","Invest Cont",34.0644,-118.2387
"429","03/22/2020 12:00:00 AM",2020-03-22,2200,5,"Harbor",626,"INTIMATE PARTNER - SIMPLE ASSAULT",43,"F","W",116,"OTHER/OUTSIDE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",33.7906,-118.2389
"430","03/19/2020 12:00:00 AM",2020-03-19,1900,3,"Southwest",625,"OTHER ASSAULT",24,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0055,-118.2872
"431","03/20/2020 12:00:00 AM",2020-03-20,630,2,"Rampart",624,"BATTERY - SIMPLE ASSAULT",69,"F","B",904,"MTA - RED LINE - WESTLAKE/MACARTHUR PARK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0596,-118.2749
"432","03/22/2020 12:00:00 AM",2020-03-22,750,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",61,"M","H",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0806,-118.2176
"433","03/20/2020 12:00:00 AM",2020-03-20,1128,3,"Southwest",946,"OTHER MISCELLANEOUS CRIME",21,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","IC","Invest Cont",34.0171,-118.3531
"434","03/19/2020 12:00:00 AM",2020-03-19,2135,1,"Central",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",29,"M","O",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0363,-118.2619
"435","03/23/2020 12:00:00 AM",2020-03-23,615,3,"Southwest",753,"DISCHARGE FIREARMS/SHOTS FIRED",19,"X","X",102,"SIDEWALK",106,"UNKNOWN FIREARM","IC","Invest Cont",34.0183,-118.3504
"436","03/22/2020 12:00:00 AM",2020-03-22,1600,2,"Rampart",210,"ROBBERY",16,"M","H",102,"SIDEWALK",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",34.0509,-118.2642
"437","03/20/2020 12:00:00 AM",2020-03-19,1150,1,"Central",625,"OTHER ASSAULT",20,"M","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0431,-118.2692
"438","03/19/2020 12:00:00 AM",2020-03-19,1200,1,"Central",761,"BRANDISH WEAPON",55,"M","B",102,"SIDEWALK",207,"OTHER KNIFE","IC","Invest Cont",34.0446,-118.245
"439","03/30/2020 12:00:00 AM",2020-03-29,2130,6,"Hollywood",210,"ROBBERY",25,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512,"MACE/PEPPER SPRAY","AO","Adult Other",34.0998,-118.3267
"440","03/19/2020 12:00:00 AM",2020-03-19,910,1,"Central",624,"BATTERY - SIMPLE ASSAULT",30,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0492,-118.2391
"441","03/20/2020 12:00:00 AM",2020-03-20,2000,4,"Hollenbeck",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,"M","W",101,"STREET",306,"ROCK/THROWN OBJECT","IC","Invest Cont",34.0502,-118.2093
"442","03/29/2020 12:00:00 AM",2020-03-29,1630,2,"Rampart",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",37,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","AA","Adult Arrest",34.0673,-118.2607
"443","03/24/2020 12:00:00 AM",2020-03-24,1800,2,"Rampart",624,"BATTERY - SIMPLE ASSAULT",40,"M","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0713,-118.2767
"444","03/31/2020 12:00:00 AM",2020-03-31,1030,1,"Central",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",64,"M","W",102,"SIDEWALK",511,"VERBAL THREAT","IC","Invest Cont",34.0423,-118.2452
"445","03/28/2020 12:00:00 AM",2020-03-25,1900,9,"Van Nuys",761,"BRANDISH WEAPON",24,"M","H",102,"SIDEWALK",511,"VERBAL THREAT","IC","Invest Cont",34.2085,-118.4504
"446","04/02/2020 12:00:00 AM",2020-04-02,2135,5,"Harbor",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212,"BOTTLE","IC","Invest Cont",33.7924,-118.2927
"447","03/28/2020 12:00:00 AM",2020-03-28,1225,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",43,"M","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.039,-118.2127
"448","04/02/2020 12:00:00 AM",2020-03-26,1150,2,"Rampart",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40,"F","W",122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0818,-118.2822
"449","03/31/2020 12:00:00 AM",2020-03-31,1720,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",59,"M","O",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0679,-118.1918
"450","04/02/2020 12:00:00 AM",2020-03-26,600,2,"Rampart",350,"THEFT, PERSON",34,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0622,-118.2607
"451","03/29/2020 12:00:00 AM",2020-03-29,1300,1,"Central",761,"BRANDISH WEAPON",45,"M","O",210,"RESTAURANT/FAST FOOD",219,"SCREWDRIVER","AA","Adult Arrest",34.0477,-118.2393
"452","03/30/2020 12:00:00 AM",2020-03-23,2300,1,"Central",624,"BATTERY - SIMPLE ASSAULT",44,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,"STICK","IC","Invest Cont",34.0642,-118.2301
"453","04/02/2020 12:00:00 AM",2020-04-02,1710,5,"Harbor",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,"M","W",101,"STREET",107,"OTHER FIREARM","IC","Invest Cont",33.7978,-118.3043
"454","03/31/2020 12:00:00 AM",2020-03-31,2030,1,"Central",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0449,-118.2458
"455","03/26/2020 12:00:00 AM",2020-03-22,500,1,"Central",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",66,"M","B",101,"STREET",312,"PIPE/METAL PIPE","IC","Invest Cont",34.0412,-118.2436
"456","03/19/2020 12:00:00 AM",2020-03-19,2145,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",83,"F","H",701,"HOSPITAL",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",34.0426,-118.2073
"457","03/31/2020 12:00:00 AM",2020-03-31,1930,1,"Central",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0426,-118.2412
"458","03/26/2020 12:00:00 AM",2020-03-26,2100,2,"Rampart",626,"INTIMATE PARTNER - SIMPLE ASSAULT",70,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",34.0451,-118.2735
"459","03/24/2020 12:00:00 AM",2020-03-24,1745,6,"Hollywood",210,"ROBBERY",39,"M","W",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.1017,-118.3224
"460","03/31/2020 12:00:00 AM",2020-03-31,1720,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",57,"M","O",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0679,-118.1918
"461","03/24/2020 12:00:00 AM",2020-03-24,1230,3,"Southwest",624,"BATTERY - SIMPLE ASSAULT",76,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0282,-118.3133
"462","03/27/2020 12:00:00 AM",2020-03-27,1615,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",41,"M","H",504,"OTHER RESIDENCE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.097,-118.1705
"463","03/29/2020 12:00:00 AM",2020-03-29,1450,1,"Central",860,"BATTERY WITH SEXUAL CONTACT",26,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0452,-118.2534
"464","04/01/2020 12:00:00 AM",2020-04-01,1530,3,"Southwest",624,"BATTERY - SIMPLE ASSAULT",56,"M","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0092,-118.2872
"465","03/31/2020 12:00:00 AM",2020-03-30,1100,1,"Central",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",56,"F","B",102,"SIDEWALK",511,"VERBAL THREAT","IC","Invest Cont",34.0423,-118.2452
"466","04/02/2020 12:00:00 AM",2020-04-02,1340,2,"Rampart",860,"BATTERY WITH SEXUAL CONTACT",42,"F","H",222,"LAUNDROMAT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",0,0
"467","04/01/2020 12:00:00 AM",2020-04-01,750,1,"Central",624,"BATTERY - SIMPLE ASSAULT",34,"M","A",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0563,-118.2374
"468","04/01/2020 12:00:00 AM",2020-04-01,1650,2,"Rampart",210,"ROBBERY",76,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0785,-118.2748
"469","04/01/2020 12:00:00 AM",2020-03-31,2100,1,"Central",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",54,"F","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0421,-118.2469
"470","04/01/2020 12:00:00 AM",2020-03-31,1,1,"Central",210,"ROBBERY",28,"M","A",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0346,-118.2323
"471","03/28/2020 12:00:00 AM",2020-03-28,1950,2,"Rampart",310,"BURGLARY",40,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0517,-118.2663
"472","03/31/2020 12:00:00 AM",2020-03-31,450,5,"Harbor",210,"ROBBERY",38,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",33.7695,-118.2612
"473","03/24/2020 12:00:00 AM",2020-03-24,1555,3,"Southwest",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",27,"F","B",801,"MTA BUS",511,"VERBAL THREAT","IC","Invest Cont",34.0184,-118.2822
"474","04/01/2020 12:00:00 AM",2020-04-01,2045,3,"Southwest",625,"OTHER ASSAULT",34,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0168,-118.2915
"475","03/27/2020 12:00:00 AM",2020-03-27,1615,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",23,"M","W",504,"OTHER RESIDENCE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.097,-118.1705
"476","03/20/2020 12:00:00 AM",2020-03-20,1945,5,"Harbor",626,"INTIMATE PARTNER - SIMPLE ASSAULT",29,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",33.7884,-118.2479
"477","04/01/2020 12:00:00 AM",2020-04-01,1130,3,"Southwest",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,"M","B",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0256,-118.3061
"478","03/26/2020 12:00:00 AM",2020-03-26,820,1,"Central",210,"ROBBERY",26,"M","H",101,"STREET",306,"ROCK/THROWN OBJECT","AA","Adult Arrest",34.038,-118.2627
"479","03/20/2020 12:00:00 AM",2020-03-20,1900,3,"Southwest",763,"STALKING",27,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",515,"PHYSICAL PRESENCE","AA","Adult Arrest",34.0302,-118.3267
"480","03/30/2020 12:00:00 AM",2020-03-30,2152,7,"Wilshire",946,"OTHER MISCELLANEOUS CRIME",19,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.0846,-118.3464
"481","03/21/2020 12:00:00 AM",2020-03-21,2100,2,"Rampart",624,"BATTERY - SIMPLE ASSAULT",30,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0579,-118.2649
"482","03/27/2020 12:00:00 AM",2020-03-27,1615,1,"Central",210,"ROBBERY",42,"M","X",710,"OTHER PREMISE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0453,-118.2443
"483","03/31/2020 12:00:00 AM",2020-03-31,1010,5,"Harbor",440,"THEFT PLAIN - PETTY ($950 & UNDER)",41,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",33.7844,-118.2746
"484","03/31/2020 12:00:00 AM",2020-03-31,1500,2,"Rampart",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0727,-118.2637
"485","03/31/2020 12:00:00 AM",2020-03-31,30,5,"Harbor",626,"INTIMATE PARTNER - SIMPLE ASSAULT",26,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",33.7801,-118.2608
"486","04/01/2020 12:00:00 AM",2020-04-01,1230,2,"Rampart",624,"BATTERY - SIMPLE ASSAULT",53,"M","O",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0777,-118.2961
"487","03/21/2020 12:00:00 AM",2020-03-21,2250,5,"Harbor",624,"BATTERY - SIMPLE ASSAULT",20,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",33.7433,-118.2923
"488","03/31/2020 12:00:00 AM",2020-03-31,1445,1,"Central",210,"ROBBERY",56,"M","H",101,"STREET",113,"SIMULATED GUN","IC","Invest Cont",34.0615,-118.2412
"489","04/01/2020 12:00:00 AM",2020-04-01,845,2,"Rampart",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",27,"F","B",102,"SIDEWALK",511,"VERBAL THREAT","AO","Adult Other",34.0517,-118.2798
"490","03/30/2020 12:00:00 AM",2020-03-30,1730,1,"Central",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",55,"F","A",102,"SIDEWALK",511,"VERBAL THREAT","IC","Invest Cont",34.0417,-118.2443
"491","03/30/2020 12:00:00 AM",2020-03-30,800,1,"Central",625,"OTHER ASSAULT",28,"F","B",834,"LA UNION STATION (NOT LINE SPECIFIC)",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0563,-118.2374
"492","03/30/2020 12:00:00 AM",2020-03-30,2200,3,"Southwest",320,"BURGLARY, ATTEMPTED",29,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0163,-118.3507
"493","03/31/2020 12:00:00 AM",2020-03-30,2200,3,"Southwest",815,"SEXUAL PENETRATION W/FOREIGN OBJECT",43,"F","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0101,-118.3341
"494","04/02/2020 12:00:00 AM",2020-03-22,2112,1,"Central",624,"BATTERY - SIMPLE ASSAULT",30,"M","W",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0384,-118.2294
"495","03/24/2020 12:00:00 AM",2020-03-24,120,4,"Hollenbeck",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,"F","H",101,"STREET",207,"OTHER KNIFE","AA","Adult Arrest",34.0562,-118.194
"496","03/23/2020 12:00:00 AM",2020-03-22,2330,2,"Rampart",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",26,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.0628,-118.2811
"497","03/31/2020 12:00:00 AM",2020-03-31,1820,1,"Central",625,"OTHER ASSAULT",50,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",34.0442,-118.2439
"498","03/24/2020 12:00:00 AM",2020-03-24,2255,3,"Southwest",210,"ROBBERY",22,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0256,-118.3351
"499","04/01/2020 12:00:00 AM",2020-04-01,1810,3,"Southwest",624,"BATTERY - SIMPLE ASSAULT",18,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.016,-118.3473
"500","03/24/2020 12:00:00 AM",2020-03-24,120,4,"Hollenbeck",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.0562,-118.194
"501","04/06/2020 12:00:00 AM",2020-04-01,1840,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",22,"M","B",504,"OTHER RESIDENCE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0287,-118.1999
"502","03/31/2020 12:00:00 AM",2020-03-31,1830,7,"Wilshire",623,"BATTERY POLICE (SIMPLE)",19,"X","X",701,"HOSPITAL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0375,-118.3742
"503","04/01/2020 12:00:00 AM",2020-04-01,800,3,"Southwest",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,"M","W",102,"SIDEWALK",304,"CLUB/BAT","IC","Invest Cont",34.0315,-118.3275
"504","03/30/2020 12:00:00 AM",2020-03-30,2050,8,"West LA",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",63,"F","H",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","AO","Adult Other",34.0445,-118.4452
"505","03/28/2020 12:00:00 AM",2020-03-28,1710,5,"Harbor",624,"BATTERY - SIMPLE ASSAULT",41,"M","H",509,"MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",33.7833,-118.2527
"506","03/30/2020 12:00:00 AM",2020-03-30,1000,3,"Southwest",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",50,"F","B",122,"VEHICLE, PASSENGER/TRUCK",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",34.0299,-118.3289
"507","03/31/2020 12:00:00 AM",2020-03-28,930,2,"Rampart",761,"BRANDISH WEAPON",70,"M","H",203,"OTHER BUSINESS",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",34.0856,-118.2868
"508","03/29/2020 12:00:00 AM",2020-03-29,500,5,"Harbor",210,"ROBBERY",25,"M","H",108,"PARKING LOT",102,"HAND GUN","AA","Adult Arrest",33.7613,-118.2819
"509","03/29/2020 12:00:00 AM",2020-03-29,1955,3,"Southwest",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",25,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","AO","Adult Other",34.0238,-118.3669
"510","03/27/2020 12:00:00 AM",2020-03-27,1713,2,"Rampart",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,"M","O",101,"STREET",310,"CONCRETE BLOCK/BRICK","AO","Adult Other",34.0818,-118.2868
"511","03/25/2020 12:00:00 AM",2020-03-25,2040,6,"Hollywood",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",25,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",34.1015,-118.3434
"512","03/27/2020 12:00:00 AM",2020-03-27,1400,4,"Hollenbeck",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",28,"M","W",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0661,-118.2194
"513","03/27/2020 12:00:00 AM",2020-03-27,2350,2,"Rampart",624,"BATTERY - SIMPLE ASSAULT",33,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JA","Juv Arrest",34.0713,-118.2586
"514","04/06/2020 12:00:00 AM",2020-04-02,1130,3,"Southwest",624,"BATTERY - SIMPLE ASSAULT",58,"F","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0146,-118.313
"515","03/20/2020 12:00:00 AM",2020-03-20,1745,3,"Southwest",624,"BATTERY - SIMPLE ASSAULT",29,"M","O",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0347,-118.2809
"516","03/26/2020 12:00:00 AM",2020-03-26,2210,3,"Southwest",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,"M","H",501,"SINGLE FAMILY DWELLING",106,"UNKNOWN FIREARM","IC","Invest Cont",34.0273,-118.3622
"517","03/24/2020 12:00:00 AM",2020-03-24,2200,1,"Central",946,"OTHER MISCELLANEOUS CRIME",37,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0587,-118.233
"518","03/26/2020 12:00:00 AM",2020-03-26,1630,11,"Northeast",624,"BATTERY - SIMPLE ASSAULT",72,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.1328,-118.1981
"519","03/30/2020 12:00:00 AM",2020-03-30,2120,3,"Southwest",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",53,"F","B",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","AA","Adult Arrest",34.0146,-118.313
"520","03/30/2020 12:00:00 AM",2020-03-30,1100,5,"Harbor",220,"ATTEMPTED ROBBERY",54,"M","H",101,"STREET",216,"SCISSORS","JA","Juv Arrest",33.7909,-118.2999
"521","03/26/2020 12:00:00 AM",2020-03-26,1945,1,"Central",624,"BATTERY - SIMPLE ASSAULT",40,"F","O",835,"7TH AND METRO CENTER (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0509,-118.2585
"522","03/24/2020 12:00:00 AM",2020-03-24,1230,10,"West Valley",624,"BATTERY - SIMPLE ASSAULT",65,"M","O",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.1774,-118.5491
"523","04/01/2020 12:00:00 AM",2020-04-01,2140,2,"Rampart",251,"SHOTS FIRED AT INHABITED DWELLING",37,"F","H",501,"SINGLE FAMILY DWELLING",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",34.0596,-118.2701
"524","03/31/2020 12:00:00 AM",2020-03-31,1655,3,"Southwest",626,"INTIMATE PARTNER - SIMPLE ASSAULT",22,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0146,-118.313
"525","04/02/2020 12:00:00 AM",2020-04-01,2000,2,"Rampart",626,"INTIMATE PARTNER - SIMPLE ASSAULT",29,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.0692,-118.2792
